show,season,episode,title,us_viewers,air_date,imdb_rating,total_votes,description
Friends,4,12,The One with the Embryos,27140000,1/15/98,9.5,7935,"Phoebe's uterus is examined for implantation of the embryos. Meanwhile, a seemingly harmless game between Chandler and Joey against Monica and Rachel escalates into a full blown contest where the stakes are raised higher and higher."
Friends,4,13,The One with Rachel's Crush,25270000,1/29/98,8.2,3990,"After seeing Kathy's play, Chandler becomes convinced she is cheating on him with her co-star. Rachel develops a crush on one of her customers. Monica becomes jealous when she realizes she is no longer the 'hostess'."
Friends,4,14,The One with Joey's Dirty Day,25080000,2/5/98,8.2,4030,"Joey arrives on the set of his latest movie unwashed, after a three-day fishing trip with his dad. Rachel sets up Ross with the niece of her boss. Chandler goes through three phrases to help recover from Kathy cheating on him."
Friends,4,15,The One with All the Rugby,24440000,2/26/98,8.5,4208,"Chandler runs into Janice, and finds her more irritating than ever. Meanwhile, Ross attempts to learn how to play rugby to impress Emily and Monica obsesses over a electric switch."
Friends,4,16,The One with the Fake Party,23130000,3/19/98,8.2,4058,Rachel organizes a fake good bye party for Emily so she can spend time with Joshua. A side effect from her pregnancy causes Phoebe to have a craving for meat.
Friends,4,17,The One with the Free Porn,23220000,3/26/98,8.6,4213,Chandler and Joey discover that they're getting a free porn channel on their TV. Monica encourages Ross to tell Emily he loves her just before she leaves for London. Phoebe gets a shock when she visits her OB-GYN.
Friends,4,18,The One with Rachel's New Dress,21720000,4/2/98,8.2,3983,Rachel has an awkward encounter with Joshua's parents. Phoebe is offered the chance to name one of the triplets. Ross becomes paranoid when Emily goes to London with Susan.
Friends,4,19,The One with All the Haste,21760000,4/9/98,8.7,4198,Ross proposes to Emily. Monica and Rachel try to win their apartment back from Chandler and Joey.
Friends,4,20,The One with All the Wedding Dresses,21940000,4/16/98,8.5,4124,"Monica tries on Emily's wedding dress, and can't stop wearing it. Jealous of Ross's proposal to Emily, Rachel tries to talk Joshua into marriage. Chandler takes Joey to a sleep clinic when he starts snoring."
Friends,4,21,The One with the Invitation,21510000,4/23/98,7.1,4446,"As Ross and Emily send out wedding invitations, he and Rachel each look back on their relationship together while Joey and Chandler look for a purpose in life."
Friends,4,22,The One with the Worst Best Man Ever,23150000,4/30/98,8.5,4033,"at first Ross chooses Joey to be his best man but after a mishap at his bachelor party, he decides he wants both Joey and Chandler as his best men. Phoebe's mood swings makes Monica and Rachel nervous."
Friends,4,23,The One with Ross's Wedding,31610000,5/7/98,8.7,4412,Phoebe tries to help Rachel deal with her feelings for Ross as the rest of the gang head to London for Ross and Emily's wedding.
Friends,4,24,The One with Ross's Wedding,31610000,5/7/98,9.2,5502,Phoebe tries to warn the gang that Rachel is coming to London to tell Ross she still loves him. Ross and Emily's parents get into an argument over the bill for the wedding. Monica and Chandler sleep together. The wedding ends with a gaffe.
Friends,5,1,The One After Ross Says Rachel,31120000,9/24/98,8.9,4704,"A humiliated Emily runs away after Ross says Rachel's name at the altar. Meanwhile, Chandler and Monica struggle to get time alone together."
Friends,5,2,The One with All the Kissing,25360000,10/1/98,9,4844,Chandler must constantly kiss the girls to cover up a kiss he gave to Monica to hide their affair. Phoebe gets irritated when the gang constantly talk about London. Rachel puts Monica in charge of her love life. Ross tries to contact Emily.
Friends,5,3,The One Hundredth,26820000,10/8/98,8.8,4408,"The gang take Phoebe to the hospital after she goes into labor. Monica threatens to go on a date with a male nurse after Chandler claims they are ""just goofing around."" Joey gets treated for kidney stones."
Friends,5,4,The One Where Phoebe Hates PBS,24090000,10/18/98,8.2,3955,Ross finally gets in touch with Emily and they try to work it out. Chandler gloats after Rachel reveals that Monica's secret boyfriend is the best sex she ever had. Phoebe and Joey debate if a selfless good deed exists.
Friends,5,5,The One with the Kips,25870000,10/29/98,8.7,4262,Chandler and Monica go away for the weekend but spend the entire time fighting. Ross tries to tell Rachel about his agreement with Emily.
Friends,5,6,The One with the Yeti,24990000,11/5/98,8,3948,The gang become frustrated with Emily's demands to Ross. Monica and Rachel mistake their new neighbor for a yeti. Phoebe receives a fur coat as a family heirloom from her mother.
Friends,5,7,The One Where Ross Moves In,24440000,11/12/98,8.3,4000,Ross moves in with Chandler and Joey after Emily's cousin kicks him out of his apartment. Phoebe dates a health inspector. Rachel plays hard-to-get with Danny.
Friends,5,8,The One with All the Thanksgivings,23920000,11/19/98,9.1,5523,The gang remember and share with each other their worst Thanksgivings.
Friends,5,9,The One with Ross's Sandwich,23030000,12/10/98,9.1,5103,Joey finds himself constantly covering for Chandler and Monica's affair. Ross becomes angry when someone at work eats his sandwich. Phoebe and Rachel enroll in a literature class.
Friends,5,10,The One with the Inappropriate Sister,23670000,12/17/98,8.1,3931,A bored Ross wreaks havoc in Chandler and Joey's lives. Rachel is uncomfortable with Danny's unusually close relationship with his sister. Phoebe runs into trouble whilst collecting donations for the poor during Christmas.
Friends,5,11,The One with All the Resolutions,27020000,1/7/99,9.1,4962,The gang make their New Years resolutions. Chandler struggles to not make jokes about everyone. Rachel uncovers a secret. Ross runs into trouble when he wears leather pants on a date.
Friends,5,12,The One with Chandler's Work Laugh,24820000,1/21/99,8.2,3922,Monica becomes annoyed at how Chandler sucks up to his boss by mimicking his boss's laugh and laughing at his tasteless jokes. Ross hooks up with Janice when he finds out Emily is getting married.
Friends,5,13,The One with Joey's Bag,24920000,2/4/99,8.1,3923,"Phoebe's grandmother dies, and Phoebe is shocked when her father turns up at the funeral. Meanwhile, Rachel gives Joey a ""man's bag"" for an audition, and Chandler is scared to tell Monica he doesn't like her massages."
Friends,5,14,The One Where Everybody Finds Out,27700000,2/11/99,9.7,10596,"When Phoebe finds out about Monica and Chandler, she and Rachel attempt to get them to confess their relationship."
Friends,5,15,The One with the Girl Who Hits Joey,29310000,2/18/99,8.5,4136,Ross makes enemies out of his new neighbors. Chandler freaks out about his relationship with Monica. Joey dates a girl who likes to playfully punch him but she doesn't realize she punches him too hard and Joey is reluctant to tell her.
Friends,5,16,The One with the Cop,26020000,2/25/99,8.6,4251,"Joey has a dream about Monica and becomes convinced he is in love with her. Meanwhile, Phoebe finds a police badge in Central Perk, and Ross tries to get his new sofa into his apartment."
Friends,5,17,The One with Rachel's Inadvertent Kiss,24480000,3/18/99,8.5,3948,Rachel has an awkward encounter when she interviews for a new job. Monica becomes jealous of Phoebe and Gary. Joey searches for a 'hot girl' in Ross's building.
Friends,5,18,The One Where Rachel Smokes,21880000,4/8/99,7.9,3833,"Rachel takes up smoking to feel more included at work. Joey auditions for a soup commercial with Ross's son Ben, but they end up competing against each other. Monica and Phoebe plan Rachel's surprise birthday party one month in advance."
Friends,5,19,The One Where Ross Can't Flirt,20850000,4/22/99,8.7,4261,"As Joey's grandmother visits to watch him on TV, Ross has trouble flirting with the pizza delivery girl, and Rachel tries to find an earring of Monica's that she has misplaced."
Friends,5,20,The One with the Ride Along,19630000,4/29/99,8.2,3832,The guys go on a ride-along with Gary. Rachel accidentally deletes a message from Emily on Ross's answering machine.
Friends,5,21,The One with the Ball,20920000,5/6/99,8.4,3978,"Gary asks Phoebe to move in with him but she's reluctant to and to overcome boredom, Ross and Joey start throwing a ball to each other. Rachel buys an expensive cat but it doesn't behave as she hoped it would."
Friends,5,22,The One with Joey's Big Break,21280000,5/11/99,8.2,3795,"Joey drives to Las Vegas to shoot to shoot a new movie where he is in the lead role. Rachel gets an eye infection but is reluctant to seek treatment because of her eye phobia. Phoebe is mad at Ross, but doesn't know why."
Friends,5,23,The One in Vegas: Part 1,25900000,5/20/99,8.8,4322,The gang go to Las Vegas to visit Joey. Chandler is angry when he finds out Monica had lunch with Richard. Ross and Rachel try to embarrass each other after an awkward encounter.
Friends,5,24,The One in Vegas: Part 2,25900000,5/20/99,9.1,4897,Chandler and Monica reconcile and hastily decide to get married. Ross and Rachel get drunk and roam the casino. Phoebe deals with a 'lurker' on the slot machines.
Friends,6,1,The One After Vegas,27740000,9/23/99,8.7,4221,Ross and Rachel deal with the aftermath of their drunken escapade. Phoebe and Joey take a road trip back to New York in Phoebe's grandmother's cab. Monica and Chandler ponder the idea of marriage.
Friends,6,2,The One Where Ross Hugs Rachel,22950000,9/30/99,8.2,3831,Monica and Chandler try to tell Rachel and Joey that they're moving in together. Phoebe thinks that Ross didn't get the annulment because he still loves Rachel.
Friends,6,3,The One with Ross's Denial,21600000,10/7/99,8.1,3778,Ross tries to deny he still has feelings for Rachel. Joey interviews for a new roommate. Monica and Chandler argue over what to do with the spare room when they move in together.
Friends,6,4,The One Where Joey Loses His Insurance,21070000,10/14/99,8.5,3949,"Joey's health benefits lapse just as he develops a hernia. Ross is given a professorship at NYU and eager to impress his students, he puts on a fake English accent."
Friends,6,5,The One with Joey's Porsche,22390000,10/21/99,8.1,3854,"Ross and Rachel try to get an annulment, Joey finds the keys to a porsche in Central Perk, and Phoebe, Monica and Chandler babysit the triplets."
Friends,6,6,The One on the Last Night,23590000,11/4/99,8.5,3901,"On the last night before Chandler and Monica move in together, Monica and Rachel argue, and Chandler tries to give Joey money to help him pay the bills."
Friends,6,7,The One Where Phoebe Runs,22750000,11/11/99,8.3,3917,Rachel is embarrassed by Phoebe's odd running style. Joey gets a new roommate. Chandler tries to impress Monica by cleaning the apartment but forgets how everything is supposed to look.
Friends,6,8,The One with Ross' Teeth,22140000,11/18/99,8.5,4068,Ross goes too far while trying to impress a date by over-whitening his teeth. Rachel uses gossip to get her boss to like her after Phoebe supposedly makes out with Ralph Lauren.
Friends,6,9,The One Where Ross Got High,19170000,11/25/99,9.2,5506,Ross is forced to reveal the reason why Jack and Judy don't like Chandler. Rachel tries to make dessert for the gang. Joey and Ross try to get out of Thanksgiving when they are invited to hang out with Janine and her dancer friends.
Friends,6,10,The One with the Routine,22430000,12/16/99,8.6,4185,"On the set of ""Dick Clark's New Year's Rockin' Eve"", Joey tries to kiss Janine at midnight and Monica and Ross resurrect their dance routine from high school. Meanwhile, Rachel, Phoebe and Chandler look for Monica's Christmas presents."
Friends,6,11,The One with the Apothecary Table,22260000,1/6/00,8.1,3827,"Joey is caught in the middle when Janine tells him she doesn't like Monica and Chandler. Meanwhile, Rachel buys an apothecary table from a store that Phoebe hates."
Friends,6,12,The One with the Joke,22330000,1/13/00,8,3760,"Chandler and Ross argue over a joke. Meanwhile, Joey reluctantly takes a waiter job at Central Perk, and Monica becomes annoyed when Phoebe says she would choose Rachel over her as a girlfriend."
Friends,6,13,The One with Rachel's Sister,24140000,2/3/00,8.2,3924,"Rachel's younger sister arrives in New York and goes on a date with Ross. Meanwhile, Monica won't admit that she is sick."
Friends,6,14,The One Where Chandler Can't Cry,23820000,2/10/00,8.5,3981,"Rachel tries to end the spark between Ross and Jill. When Chandler admits that he can't cry, Monica tries to make it happen. The gang discovers that Phoebe's sister, Ursula, is a porn star and is using Phoebe's name."
Friends,6,15,The One That Could Have Been,25890000,2/17/00,8.5,4100,Barry and Mindy's impending divorce prompts the gang to fantasize about what their lives might be like if they'd all taken different courses.
Friends,6,16,The One That Could Have Been,25890000,2/17/00,8.5,4016,The gang continue to think about how different their lives could have been.
Friends,6,17,The One with Unagi,22210000,2/24/00,9.1,5436,Rachel and Phoebe take self-defense classes. Chandler and Monica agree to give each other homemade presents for Valentine's Day. Joey tries to get money through medical research.
Friends,6,18,The One Where Ross Dates a Student,20520000,3/9/00,8.3,3804,Ross jeopardizes his career when he starts dating a student from one of his palaeontology classes. Rachel and Phoebe's apartment catches fire.
Friends,6,19,The One with Joey's Fridge,21460000,3/23/00,8.3,3867,Joey tries to get everyone to pay for his broken fridge. Ross becomes paranoid when Elizabeth makes plans for spring break. Monica and Chandler compete against Phoebe to find Rachel a date.
Friends,6,20,The One with Mac and C.H.E.E.S.E.,18810000,4/13/00,7.3,4107,Chandler forgets to write down a message for Joey when the time of his audition for the lead in a TV show is changed.
Friends,6,21,The One Where Ross Meets Elizabeth's Dad,20630000,4/27/00,8.6,4054,"Elizabeth's father takes an instant disliking to Ross. Joey almost gets fired from ""Mac and C.H.E.E.S.E."" after offending the operator of the robot. Phoebe writes a book based on Monica and Chandler."
Friends,6,22,The One Where Paul's the Man,20010000,5/4/00,9,4677,Paul threatens to have Ross fired from the university if he continues to date Elizabeth. The girls put their names down on a waiting list for a wedding venue.
Friends,6,23,The One with the Ring,20870000,5/11/00,8.6,3930,Chandler and Phoebe go looking for an engagement ring for Monica. Rachel tries to get Paul to open up to her.
Friends,6,24,The One with the Proposal,30730000,5/18/00,8.7,4057,Chandler's plan to propose to Monica at dinner is interrupted by Richard. Joey accidentally buys a boat at a silent auction. Ross and Elizabeth's relationship comes to a crossroad.
Friends,6,25,The One with the Proposal,30730000,5/18/00,9.3,5541,"Chandler continues to pretend to hate the idea of marriage, unaware Richard wants Monica back. Meanwhile, Rachel and Phoebe discuss their 'back-up' plans."
Friends,7,1,The One with Monica's Thunder,25540000,10/12/00,8.4,4027,"The gang celebrate Monica and Chandler's engagement, however Ross and Rachel upstage them by briefly reuniting. Joey tries to dress and act like a nineteen-year-old for an audition."
Friends,7,2,The One with Rachel's Book,27930000,10/12/00,8.3,3747,"Monica learns her parents have spent her entire wedding fund. Phoebe temporarily moves into Ross's apartment, bringing her massage clients with her. Joey mocks Rachel when he finds an erotic novel she is reading."
Friends,7,3,The One with Phoebe's Cookies,22720000,10/19/00,8.1,3724,"Monica tries to figure out Phoebe's grandmother's secret cookie recipe. Meanwhile, Rachel tries to teach Joey how to sail, and Chandler has an awkward encounter when he tries to bond with Jack."
Friends,7,4,The One with Rachel's Assistant,22660000,10/26/00,8.1,3748,"Chaos ensues when Monica and Chandler decide to share each other's secrets. Rachel gets a promotion and interviews for an assistant. Joey is offered the chance to go back on ""Days of Our Lives""."
Friends,7,5,The One with the Engagement Picture,24430000,11/2/00,8,3704,"Chandler struggles to photograph well for his and Monica's engagement picture. Joey teaches Tag how to pick up women, much to Rachel's annoyance. Phoebe and Ross date a couple who are divorcing."
Friends,7,6,The One with the Nap Partners,22010000,11/9/00,8.9,4443,"Joey and Ross accidentally take a nap together - and much to their dismay, find that they like it. Phoebe and Rachel compete to become Monica's maid of honor."
Friends,7,7,The One with Ross's Library Book,23730000,11/16/00,8.5,3801,"Ross and Chandler discovers that Ross's book is in the section of the library where students go to have sex. Monica and Chandler run into Janice and she immediately invites herself to the wedding. They try to avoid her. Meanwhile, Rachel and Phoebe befriend Joey's girlfriend."
Friends,7,8,The One Where Chandler Doesn't Like Dogs,16570000,11/23/00,8.2,3697,"Ross struggles to name all 50 states in a game. Joey compromises Rachel's chances with her crush, Tag, during Thanksgiving dinner. Phoebe sneaks a dog into the apartment, making Chandler extremely nervous."
Friends,7,9,The One with All the Candy,21080000,12/7/00,8.1,3655,"Monica makes candy to get to know her neighbours, Rachel and Tag try to hide their relationship at work and Ross buys Phoebe a bike."
Friends,7,10,The One with the Holiday Armadillo,23260000,12/14/00,8.5,4019,"Ross wants to introduce Ben to Hanukkah. In order to entice Rachel to move back into their refurbished apartment, Phoebe must drive a wedge between Rachel and current roomie Joey."
Friends,7,11,The One with All the Cheesecakes,24370000,1/4/01,8.6,3915,Chandler refuses to give back a cheesecake accidentally delivered to his apartment; Phoebe gets angry with Joey when he blows off dinner with her for a date.
Friends,7,12,The One Where They're Up All Night,22860000,1/11/01,8.6,3983,"After the gang head up to the roof to see a passing comet, separate events unfold that lead to them all having a sleepless night."
Friends,7,13,The One Where Rosita Dies,22240000,2/1/01,8.4,3754,Rachel breaks Joey's armchair. Phoebe takes a temp job in a call centre. Ross and Monica find out their parents are selling their childhood home.
Friends,7,14,The One Where They All Turn Thirty,22400000,2/8/01,8.6,3971,Rachel's 30th birthday prompts the rest of the gang to reminisce about their own 30th celebrations.
Friends,7,15,The One with Joey's New Brain,21750000,2/15/01,8.4,3855,"Joey gets an opportunity to rejoin ""Days of Our Lives"" when his comatose character is implanted with the brain of a female character. Joey approaches her to get some advice on how to play her character, but she's unaware that she's being written out of the show and freaks out at Joey. Later, she tries to give him some pointers, and they end up spending the night together. Ross tells Chandler and Monica that he has a surprise for their wedding, which turns out to be him playing the bagpipes - terribly, as it turns out. Rachel and Phoebe have their eye on a guy at the ..."
Friends,7,16,The One with the Truth About London,21220000,2/22/01,8.7,3989,"Chandler is shocked to find out who Monica really wanted to sleep with the night they first got together. Meanwhile, Rachel gets into trouble with Ross when she teaches Ben practical jokes."
Friends,7,17,The One with the Cheap Wedding Dress,20840000,3/15/01,8.3,3690,"Monica takes the other girls to an overpriced store to choose her wedding dress, briefing them as if they were in the military since bargain-hunters are far more ruthless then Rachel can usually handle. The worst shopper is Megan: she grabs the dress Monica wants, then blackmails her over booking the swing band that's the only thing Chandler really wants for the wedding. Meanwhile, Ross and Joey independently meet and date Kristen while helping her move in. The rivals agree to let her choose after one date with each, but they get so carried away cheating on the deal ..."
Friends,7,18,The One with Joey's Award,17810000,3/29/01,8.4,3735,Joey is nominated for a Soapy Award for his part on Days of Our Lives and Rachel is his date to the ceremony. Joey doesn't win the award but takes someone else's award home. Rachel convinces him to take it back because he can't be happy with an award he didn't win. One of Ross' students failed the midterms because he is in love with Ross and can't concentrate in class so Ross changes his grade. But now more students come to Ross pretending to be in love with him in order to get a better grade. When Rachel and Joey take the Soapy back the real winner just throws it ...
Friends,7,19,The One with Ross and Monica's Cousin,16540000,4/19/01,8.7,4165,Joey auditions for a naked role in a big movie; Rachel and Phoebe plan Monica's wedding shower; Ross becomes attracted to his cousin after she visits.
Friends,7,20,The One with Rachel's Big Kiss,16300000,4/26/01,8.3,3835,Rachel's college friend can't remember a scandalous kiss from the past; Chandler and Ross argue for possession of Val Kilmer's tuxedo.
Friends,7,21,The One with the Vows,15650000,5/3/01,7.4,3764,"Monica and Chandler are getting married in four weeks and have to write their vows, but neither has a clue what to say, so they reflect on their past."
Friends,7,22,The One with Chandler's Dad,17230000,5/10/01,8.3,3775,Ross and Rachel hit the freeway together when Monica's Porsche shows up again; Chandler and Monica go off to Vegas to find Chandler's estranged dad.
Friends,7,23,The One with Monica and Chandler's Wedding: Part 1,30050000,5/17/01,8.9,4229,"So close to the wedding, Chandler suddenly realizes the overwhelming meaning of getting married. Meanwhile, Joey acts opposite a famous actor in a movie, but can't bring himself to tell him that he spits when he says his lines."
Friends,7,24,The One with Monica and Chandler's Wedding: Part 2,30050000,5/17/01,9.2,4781,Ross tries to find Chandler with Phoebe's help. Meanwhile Rachel tries to hinder Monica.
Friends,8,1,The One After I Do,31700000,9/27/01,8.7,4022,The gang learns that Rachel is pregnant; Joey tries to impress a Broadway director who's dating Chandler's mom; Chandler's shoes make it hard for him to dance.
Friends,8,2,The One with the Red Sweater,30040000,10/4/01,9.1,4675,"Monica, Phoebe and Joey advise Rachel to tell the father about the pregnancy. Chandler and Ross lose the wedding photos."
Friends,8,3,The One Where Rachel Tells...,29200000,10/11/01,8.7,3820,"Even on their honeymoon, Monica is pushy, and is annoyed that Chandler won't jump the line at the airport check-in - especially after the couple in front of them, also on their honeymoon, get bumped up to first class. They try to sneak into the first-class lounge, but are caught - but she at least manages to steal an orange. Joey and Phoebe find that Monica and Chandler have tricked them out of the keys to the master apartment; Joey hopes a false gas leak alert will make super Treeger use his key, but he makes a fireman use an axe, and the wrecked door calls for a big..."
Friends,8,4,The One with the Videotape,25580000,10/18/01,9.3,5429,"Ross and Rachel tell everyone about the night they were together. They have two different stories of how it happened until Ross accidentally reveals that he videotaped it. Not surprisingly, everyone wants to see it."
Friends,8,5,The One with Rachel's Date,25640000,10/25/01,8.1,3641,"Phoebe dates Monica's sous-chef Tim and Monica doesn't fire him for Phoebe's sake. When Phoebe decides to dump Tim, Monica can finally fire him. Rachel has a date with Kash, a co-star on Days of Our Lives. Ross thinks it's weird because whoever takes Rachel out, takes his baby out too. He always pictured that his next child would grow up in a happy family. Rachel's date was terrible because she made the mistake of mentioning she was pregnant. Ross reassures her it isn't so bad because when she has the baby she will love someone more than she ever loved anyone."
Friends,8,6,The One with the Halloween Party,26960000,11/1/01,8.5,3972,"Monica and Chandler decide to throw a Halloween party; Phoebe runs into Ursula and her fiancée, who knows nothing about the ""real"" Ursula."
Friends,8,7,The One with the Stain,24240000,11/8/01,7.8,3703,"Chandler hires a maid, whom Monica suspects is stealing her clothing; Eric has trouble forgetting Ursula when he breaks up with her to date Phoebe."
Friends,8,8,The One with the Stripper,26540000,11/15/01,8.7,4147,"Chandler finds out that Monica had a bachelorette party with a stripper, even though they promised not to have bachelor/bachelorette parties. Rachel takes Phoebe along to dinner with Rachel's dad, because she is afraid her dad will be really angry when she tells him she's pregnant. Mr. Green is delighted to hear he will be a grandfather, but freaks out when he finds out that Rachel isn't getting married - so she just tells him that Ross won't marry her. Monica feels bad about having had a bachelorette party, so she organizes a bachelor party including a stripper for ..."
Friends,8,9,The One with the Rumor,24240000,11/22/01,9.3,6736,"Monica invites Will, an old school friend of her and Ross over for Thanksgiving dinner, unaware he isn't too fond of Rachel."
Friends,8,10,The One with Monica's Boots,22440000,12/6/01,8,3693,"Monica's expensive new boots hurt her feet, but she's determined to prove to Chandler that her purchase was worth it; Ben goes to school with Sting's son."
Friends,8,11,The One with Ross's Step Forward,23850000,12/13/01,8,3539,"Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; Monica, Phoebe, and Chandler are addicted to Mrs. Pacman."
Friends,8,12,The One Where Joey Dates Rachel,25530000,1/10/02,8.5,3857,"Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; gang addicted to Mrs. Pacman."
Friends,8,13,The One Where Chandler Takes a Bath,29240000,1/17/02,8.5,3759,Monica turns Chandler on to the concept of taking a bath to relax; Ross and Rachel toss baby names around while deciding whether to learn the baby's sex.
Friends,8,14,The One with the Secret Closet,28640000,1/31/02,8.2,3566,"Chandler's very curious about a locked closet, but Monica won't tell him what is inside."
Friends,8,15,The One with the Birthing Video,28640000,2/7/02,8.3,3550,"During Valentine's Day, Chandler discovers the miracle of birth seeing an extremely graphic video. Ross hides from Mona that Rachel is now living in his apartment"
Friends,8,16,The One Where Joey Tells Rachel,27520000,2/28/02,8.2,3610,"Ross freaks out when Joey tells him that he is in love with Rachel because Ross is afraid that they will get married and raise his kid together. Phoebe dates a guy called Don, who she thinks is Monica's soul-mate and introduces Don to Monica to see what will happen. Monica and Don get along perfectly. Ross goes to tell Joey that he doesn't hate him and Joey promises to never act on his feelings for Rachel because he won't jeopardize his friendship to Ross. But when Ross realizes that Joey really is in love for the first time he tells Joey to tell Rachel. When Joey ..."
Friends,8,17,The One with the Tea Leaves,26300000,3/7/02,8,3564,"Chandler and Monica are happy together - their worst problem is his habit to put CDs in the wrong box and their different taste in music. Rachel is desperate to get back on good terms with Joey, so she takes Monica's advice to change the subject to something work-related. However in another uncomfortable conversation she manages to convince Joey that her boss, Mr. Zelner, wants to buy her baby. When Phoebe resumes reading tea leaves, she sees that she'll meet the man of her dreams soon, and takes that to be Jim, who she keeps bumping into. However she soon finds he ..."
Friends,8,18,The One in Massapequa,22050000,3/28/02,8.2,3615,Everyone prepares for the Gellers' 35th wedding anniversary in Long Island; Monica struggles to prepare the perfect toast; Phoebe invites her new boyfriend Parker.
Friends,8,19,The One with Joey's Interview,22590000,4/4/02,7.4,3738,"Joey prepares for his epic interview with Soap Opera Digest, reminiscing about his past acting experiences, his friends and his romantic life."
Friends,8,20,The One with the Baby Shower,22240000,4/25/02,8.2,3609,"Monica and Phoebe throw Rachel a baby shower but forget to invite Rachel's mom. Rachel realizes she has no idea how to look after the baby after the birth. Meanwhile, Joey auditions for a job as a host for a new game show called ""Bamboozled"", and Chandler and Ross help him practice."
Friends,8,21,The One with the Cooking Class,23970000,5/2/02,8.1,3597,"Monica's restaurant get a bad review. After confronting the critic who wrote it, she decides to join a cooking class, with Joey in tow. Rachel gets jealous when Ross hits it off with a woman at the baby department store."
Friends,8,22,The One Where Rachel Is Late,24310000,5/9/02,8.3,3553,Monica and Phoebe bet on when Rachel's baby will be born as the due date comes and goes as Rachel becomes extremely irritable; Chandler falls asleep at Joey's big movie premiere.
Friends,8,23,The One Where Rachel Has a Baby: Part 1,34910000,5/16/02,8.8,3883,"Ross and Rachel go to the hospital to have their baby, but it's a long labor. They get stuck in a semi-private room, and many other couples come and go before Rachel is ready to deliver - the last couple being Janice and her new husband. Chandler and Monica decide to start trying to have a baby."
Friends,8,24,The One Where Rachel Has a Baby: Part 2,34910000,5/16/02,8.9,4183,"After Rachel gives birth to her baby, she must confront relationship issues around her."
Friends,9,1,The One Where No One Proposes,34010000,9/26/02,8.6,3944,"Rachel, Ross and Joey get together in a guyand figure out that no one was actually going to propose; Mr. Geller walks in on Monica and Chandler having sex."
Friends,9,2,The One Where Emma Cries,28930000,10/3/02,8.5,3942,"Chandler, having trouble getting enough sleep at home, falls asleep in a meeting and accidentally agrees to run his company's Tulsa office."
Friends,9,3,The One with the Pediatrician,26620000,10/10/02,8.2,3631,"Joey arranges a blind date for Phoebe. Chandler is leaving for Tulsa without Monica, because she has got a great job offer."
Friends,9,4,The One with the Sharks,25810000,10/17/02,8.1,3672,Monica thinks Chandler is aroused by shark documentaries.
Friends,9,5,The One with Phoebe's Birthday Dinner,24460000,10/31/02,8.5,3753,"Phoebe will celebrate her birthday by having a dinner with her friends at a fancy restaurant. But everybody is late to the dinner, due to a series of problems."
Friends,9,6,The One with the Male Nanny,27510000,11/7/02,8.3,3935,"Looking for a new nanny, Ross and Rachel hire a male nanny named Sandy. Monica tells Chandler that a guy at work is the funniest guy she has ever met."
Friends,9,7,The One with Ross's Inappropriate Song,25350000,11/14/02,8.6,3952,"Ross finds a way to make Emma laugh - singing ""Baby Got Back."" Meanwhile, Phoebe meets Mike's parents, and Joey and Chandler find a video tape in Richard's apartment."
Friends,9,8,The One with Rachel's Other Sister,26760000,11/21/02,8.8,4375,Rachel's middle sister shows up at Thanksgiving and causes arguments amongst the gang.
Friends,9,9,The One with Rachel's Phone Number,25420000,12/5/02,8.1,3611,"Rachel is ready to start hanging out again. She and Phoebe go to a bar, where they meet two guys."
Friends,9,10,The One with Christmas in Tulsa,22280000,12/12/02,7.4,3734,"Chandler must spend Christmas in Tulsa, which Monica thinks he might have an affair with a former Miss Oklahoma runner-up while he is there. Chandler comes home early to announce that he quit his job."
Friends,9,11,The One Where Rachel Goes Back to Work,23670000,1/9/03,7.9,3487,"Chandler starts looking for a job and is anxious about having a baby, Rachel decides to go back to work, and Phoebe works as an extra on Joey's show."
Friends,9,12,The One with Phoebe's Rats,23660000,1/16/03,7.9,3599,Ross makes Joey stay away from their new nanny. Mike accidentally kills Phoebe's rat. Gavin gives Rachel a scarf and a kiss for her birthday.
Friends,9,13,The One Where Monica Sings,25820000,1/30/03,8.1,3577,A night at Mike's piano bar gives Monica a very showy moment in the spotlight; Chandler employs his secret skill to repair Joey's botched eyebrow-waxing job.
Friends,9,14,The One with the Blind Dates,23370000,2/6/03,8.2,3516,Phoebe and Joey purposely set Ross and Rachel up on bad dates in the hopes they'll get back together. Monica and Chandler babysit Emma.
Friends,9,15,The One with the Mugging,20850000,2/13/03,8.3,3539,"Joey gets a part in a stage-play in a painful way. Ross and Phoebe are mugged outside Central Perk, Phoebe realizes that she mugged Ross 18 years ago. Chandler starts his new career as advertising writer."
Friends,9,16,The One with the Boob Job,19520000,2/20/03,8.2,3467,"When Monica and Chandler both ask Joey for money not wanting the other to know why they are asking for it, Chandler sees that Joey gave money to Monica. Joey makes up that Monica is getting a boob job. Phoebe asks Mike to move in with her, but decides not to when she and Mike argue about their future. Rachel attempts to baby-proof the apartment, but makes Joey go insane when he can't open anything."
Friends,9,17,The One with the Memorial Service,21000000,3/13/03,8.4,3613,"When Chandler and Ross joke around on their college website, Ross is accused of being dead which leads to the fact that he was not popular in college. Joey is not willing to give his favorite stuffed animal, Hugsy, to Emma. Monica helps Phoebe not call Mike."
